movieId,title,genres,year,tag,era
36,Dead Man Walking,Crime Drama,1995.0,"death penalty, Nun",B
38,It Takes Two,Children Comedy,1995.0,twins,B
39,Clueless,Comedy Romance,1995.0,"funny, Paul Rudd, chick flick, Jane Austen, seen more than once, Emma, quotable",B
40,"Cry, the Beloved Country",Drama,1995.0,"South Africa, In Netflix queue",B
41,Richard III,Drama War,1995.0,Shakespeare,B
42,Dead Presidents,Action Crime Drama,1995.0,,B
43,Restoration,Drama,1995.0,England,B
44,Mortal Kombat,Action Adventure Fantasy,1995.0,,B
45,To Die For,Comedy Drama Thriller,1995.0,Journalism,B
46,How to Make an American Quilt,Drama Romance,1995.0,wedding,B
47,Seven (a.k.a. Se7en),Mystery Thriller,1995.0,"serial killer, twist ending, mystery",B
48,Pocahontas,Animation Children Drama Musical Romance,1995.0,,B
49,When Night Is Falling,Drama Romance,1995.0,,B
50,"Usual Suspects, The",Crime Mystery Thriller,1995.0,"mindfuck, suspense, heist, thriller, twist ending, tricky",B
52,Mighty Aphrodite,Comedy Drama Romance,1995.0,"prostitution, adoption",B
53,Lamerica,Adventure Drama,1994.0,,B
54,"Big Green, The",Children Comedy,1995.0,,B
55,Georgia,Drama,1995.0,,B
57,Home for the Holidays,Drama,1995.0,,B
58,"Postman, The (Postino, Il)",Comedy Drama Romance,1994.0,writing,B
60,"Indian in the Cupboard, The",Adventure Children Fantasy,1995.0,,B
61,Eye for an Eye,Drama Thriller,1996.0,,B
62,Mr. Holland's Opus,Drama,1995.0,music,B
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy Crime,1996.0,,B
64,Two if by Sea,Comedy Romance,1996.0,,B
65,Bio-Dome,Comedy,1996.0,,B
66,Lawnmower Man 2: Beyond Cyberspace,Action Sci-Fi Thriller,1996.0,,B
68,French Twist (Gazon maudit),Comedy Romance,1995.0,,B
69,Friday,Comedy,1995.0,,B
70,From Dusk Till Dawn,Action Comedy Horror Thriller,1996.0,,B
71,Fair Game,Action,1995.0,,B
72,Kicking and Screaming,Comedy Drama,1995.0,,B
73,"Misérables, Les",Drama War,1995.0,,B
74,Bed of Roses,Drama Romance,1996.0,,B
75,Big Bully,Comedy Drama,1996.0,,B
76,Screamers,Action Sci-Fi Thriller,1995.0,,B
77,Nico Icon,Documentary,1995.0,,B
78,"Crossing Guard, The",Action Crime Drama Thriller,1995.0,,B
79,"Juror, The",Drama Thriller,1996.0,,B
80,"White Balloon, The (Badkonake sefid)",Children Drama,1995.0,,B
81,Things to Do in Denver When You're Dead,Crime Drama Romance,1995.0,,B
82,Antonia's Line (Antonia),Comedy Drama,1995.0,,B
83,Once Upon a Time... When We Were Colored,Drama Romance,1995.0,,B
85,Angels and Insects,Drama Romance,1995.0,,B
86,White Squall,Action Adventure Drama,1996.0,,B
87,Dunston Checks In,Children Comedy,1996.0,,B
88,Black Sheep,Comedy,1996.0,,B
89,Nick of Time,Action Thriller,1995.0,,B
92,Mary Reilly,Drama Horror Thriller,1996.0,Jekyll and Hyde,B
93,Vampire in Brooklyn,Comedy Horror Romance,1995.0,,B
94,Beautiful Girls,Comedy Drama Romance,1996.0,,B
95,Broken Arrow,Action Adventure Thriller,1996.0,,B
96,In the Bleak Midwinter,Comedy Drama,1995.0,theater,B
97,"Hate (Haine, La)",Crime Drama,1995.0,,B
99,Heidi Fleiss: Hollywood Madam,Documentary,1995.0,,B
100,City Hall,Drama Thriller,1996.0,,B
101,Bottle Rocket,Adventure Comedy Crime Romance,1996.0,"crime, quirky, off-beat comedy",B
102,Mr. Wrong,Comedy,1996.0,,B
103,Unforgettable,Mystery Sci-Fi Thriller,1996.0,,B
104,Happy Gilmore,Comedy,1996.0,"Adam Sandler, test tag, golf",B
105,"Bridges of Madison County, The",Drama Romance,1995.0,,B
106,Nobody Loves Me (Keiner liebt mich),Comedy Drama,1994.0,,B
107,Muppet Treasure Island,Adventure Children Comedy Musical,1996.0,muppets,B
108,Catwalk,Documentary,1996.0,,B
110,Braveheart,Action Drama War,1995.0,"sword fight, beautiful scenery, Oscar (Best Cinematography), mel gibson, Scotland, revenge, historical, epic, Medieval, inspirational",B
111,Taxi Driver,Crime Drama Thriller,1976.0,assassination,N
112,Rumble in the Bronx (Hont faan kui),Action Adventure Comedy Crime,1995.0,,B
113,Before and After,Drama Mystery,1996.0,,B
116,Anne Frank Remembered,Documentary,1995.0,Holocaust,B
117,"Young Poisoner's Handbook, The",Crime Drama,1995.0,,B
118,If Lucy Fell,Comedy Romance,1996.0,,B
119,"Steal Big, Steal Little",Comedy,1995.0,,B
121,"Boys of St. Vincent, The",Drama,1992.0,,B
122,Boomerang,Comedy Romance,1992.0,dating,B
123,Chungking Express (Chung Hing sam lam),Drama Mystery Romance,1994.0,,B
125,Flirting With Disaster,Comedy,1996.0,,B
126,"NeverEnding Story III, The",Adventure Children Fantasy,1994.0,,B
128,Jupiter's Wife,Documentary,1994.0,,B
129,Pie in the Sky,Comedy Romance,1996.0,,B
132,Jade,Thriller,1995.0,,B
135,Down Periscope,Comedy,1996.0,,B
137,Man of the Year,Documentary,1995.0,,B
140,Up Close and Personal,Drama Romance,1996.0,journalism,B
141,"Birdcage, The",Comedy,1996.0,,B
144,"Brothers McMullen, The",Comedy,1995.0,,B
145,Bad Boys,Action Comedy Crime Drama Thriller,1995.0,,B
146,"Amazing Panda Adventure, The",Adventure Children,1995.0,,B
147,"Basketball Diaries, The",Drama,1995.0,"addiction, Mark Wahlberg, Leonardo DiCaprio, heroin",B
148,"Awfully Big Adventure, An",Drama,1995.0,,B
149,Amateur,Crime Drama Thriller,1994.0,,B
150,Apollo 13,Adventure Drama IMAX,1995.0,"NASA, moon, space",B
151,Rob Roy,Action Drama Romance War,1995.0,,B
152,"Addiction, The",Drama Horror,1995.0,,B
153,Batman Forever,Action Adventure Comedy Crime,1995.0,superhero,B
154,Beauty of the Day (Belle de jour),Drama,1967.0,,G
155,Beyond Rangoon,Adventure Drama War,1995.0,,B
156,Blue in the Face,Comedy Drama,1995.0,,B
157,Canadian Bacon,Comedy War,1995.0,,B
158,Casper,Adventure Children,1995.0,,B
159,Clockers,Crime Drama Mystery,1995.0,,B
160,Congo,Action Adventure Mystery Sci-Fi,1995.0,Michael Crichton,B
161,Crimson Tide,Drama Thriller War,1995.0,submarine,B
162,Crumb,Documentary,1994.0,In Netflix queue,B
163,Desperado,Action Romance Western,1995.0,,B
164,Devil in a Blue Dress,Crime Film-Noir Mystery Thriller,1995.0,,B
165,Die Hard: With a Vengeance,Action Crime Thriller,1995.0,,B
166,"Doom Generation, The",Comedy Crime Drama,1995.0,,B
168,First Knight,Action Drama Romance,1995.0,,B
169,Free Willy 2: The Adventure Home,Adventure Children Drama,1995.0,,B
170,Hackers,Action Adventure Crime Thriller,1995.0,,B
171,Jeffrey,Comedy Drama,1995.0,,B
172,Johnny Mnemonic,Action Sci-Fi Thriller,1995.0,,B
173,Judge Dredd,Action Crime Sci-Fi,1995.0,,B
174,Jury Duty,Comedy,1995.0,,B
175,Kids,Drama,1995.0,"Nudity (Full Frontal), New York City, controversial",B
176,Living in Oblivion,Comedy,1995.0,,B
177,Lord of Illusions,Horror,1995.0,,B
178,Love & Human Remains,Comedy Drama,1993.0,,B
179,Mad Love,Drama Romance,1995.0,,B
180,Mallrats,Comedy Romance,1995.0,,B
181,Mighty Morphin Power Rangers: The Movie,Action Children,1995.0,,B
183,Mute Witness,Comedy Horror Thriller,1994.0,,B
184,Nadja,Drama,1994.0,,B
185,"Net, The",Action Crime Thriller,1995.0,computers,B
186,Nine Months,Comedy Romance,1995.0,,B
187,Party Girl,Comedy,1995.0,,B
188,"Prophecy, The",Fantasy Horror Mystery,1995.0,,B
189,Reckless,Comedy Fantasy,1995.0,,B
190,Safe,Thriller,1995.0,,B
191,"Scarlet Letter, The",Drama Romance,1995.0,,B
193,Showgirls,Drama,1995.0,,B
194,Smoke,Comedy Drama,1995.0,,B
195,Something to Talk About,Comedy Drama Romance,1995.0,,B
196,Species,Horror Sci-Fi,1995.0,,B
198,Strange Days,Action Crime Drama Mystery Sci-Fi Thriller,1995.0,,B
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama Musical Romance,1964.0,Made me cry,G
201,Three Wishes,Drama Fantasy,1995.0,,B
202,Total Eclipse,Drama Romance,1995.0,,B
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995.0,,B
204,Under Siege 2: Dark Territory,Action,1995.0,,B
205,Unstrung Heroes,Comedy Drama,1995.0,,B
206,Unzipped,Documentary,1995.0,,B
207,"Walk in the Clouds, A",Drama Romance,1995.0,,B
208,Waterworld,Action Adventure Sci-Fi,1995.0,,B
209,White Man's Burden,Drama,1995.0,,B
210,Wild Bill,Western,1995.0,,B
211,"Browning Version, The",Drama,1994.0,,B
212,Bushwhacked,Adventure Comedy Crime Mystery,1995.0,,B
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994.0,,B
214,Before the Rain (Pred dozhdot),Drama War,1994.0,,B
215,Before Sunrise,Drama Romance,1995.0,generation X,B
216,Billy Madison,Comedy,1995.0,"stop looking at me swan, Adam Sandler, school",B
217,"Babysitter, The",Drama Thriller,1995.0,,B
218,Boys on the Side,Comedy Drama,1995.0,,B
219,"Cure, The",Drama,1995.0,,B
220,Castle Freak,Horror,1995.0,,B
222,Circle of Friends,Drama Romance,1995.0,Ireland,B
223,Clerks,Comedy,1994.0,"witty, cynical, independent film, generation X, hilarious, quirky",B
224,Don Juan DeMarco,Comedy Drama Romance,1995.0,"mental illness, psychology",B
225,Disclosure,Drama Thriller,1994.0,,B
227,Drop Zone,Action Thriller,1994.0,,B
228,Destiny Turns on the Radio,Comedy,1995.0,,B
229,Death and the Maiden,Drama Thriller,1994.0,,B
230,Dolores Claiborne,Drama Thriller,1995.0,Stephen King,B
231,Dumb & Dumber (Dumb and Dumber),Adventure Comedy,1994.0,,B
232,Eat Drink Man Woman (Yin shi nan nu),Comedy Drama Romance,1994.0,In Netflix queue,B
233,Exotica,Drama,1994.0,,B
234,Exit to Eden,Comedy,1994.0,,B
235,Ed Wood,Comedy Drama,1994.0,movie business,B
236,French Kiss,Action Comedy Romance,1995.0,,B
237,Forget Paris,Comedy Romance,1995.0,"France, basketball, infertility",B
238,Far From Home: The Adventures of Yellow Dog,Adventure Children,1995.0,,B
239,"Goofy Movie, A",Animation Children Comedy Romance,1995.0,,B
240,Hideaway,Thriller,1995.0,,B
241,Fluke,Children Drama,1995.0,,B
242,Farinelli: il castrato,Drama Musical,1994.0,,B
243,Gordy,Children Comedy Fantasy,1995.0,,B
246,Hoop Dreams,Documentary,1994.0,basketball,B
247,Heavenly Creatures,Crime Drama,1994.0,Australia,B
248,Houseguest,Comedy,1994.0,"bad, Sinbad",B
249,Immortal Beloved,Drama Romance,1994.0,Beethoven,B
250,Heavyweights (Heavy Weights),Children Comedy,1995.0,,B
251,"Hunted, The",Action,1995.0,,B
252,I.Q.,Comedy Romance,1994.0,Einstein,B
253,Interview with the Vampire: The Vampire Chronicles,Drama Horror,1994.0,,B
254,Jefferson in Paris,Drama,1995.0,,B
255,"Jerky Boys, The",Comedy,1995.0,,B
256,Junior,Comedy Sci-Fi,1994.0,,B
257,Just Cause,Mystery Thriller,1995.0,court,B
258,"Kid in King Arthur's Court, A",Adventure Children Comedy Fantasy Romance,1995.0,,B
259,Kiss of Death,Crime Drama Thriller,1995.0,,B
260,Star Wars: Episode IV - A New Hope,Action Adventure Sci-Fi,1977.0,"ROBOTS AND ANDROIDS, classic sci-fi, space epic, space action, EPIC, space opera, Nerd, luke skywalker, space adventure, great soundtrack, oldie but goodie, classic, engrossing adventure, action, sci-fi, Star Wars, darth vader, space",N
261,Little Women,Drama,1994.0,Louisa May Alcott,B
262,"Little Princess, A",Children Drama,1995.0,"India, England, Girl Power",B
263,Ladybird Ladybird,Drama,1994.0,,B
265,Like Water for Chocolate (Como agua para chocolate),Drama Fantasy Romance,1992.0,,B
266,Legends of the Fall,Drama Romance War Western,1994.0,,B
267,Major Payne,Comedy,1995.0,,B
269,My Crazy Life (Mi vida loca),Drama,1993.0,,B
270,Love Affair,Drama Romance,1994.0,,B
271,Losing Isaiah,Drama,1995.0,,B
272,"Madness of King George, The",Comedy Drama,1994.0,"mental illness, England",B
273,Mary Shelley's Frankenstein (Frankenstein),Drama Horror Sci-Fi,1994.0,gothic,B
274,Man of the House,Comedy,1995.0,,B
275,Mixed Nuts,Comedy,1994.0,,B
276,Milk Money,Comedy Romance,1994.0,,B
277,Miracle on 34th Street,Drama,1994.0,Christmas,B
278,Miami Rhapsody,Comedy,1995.0,,B
279,My Family,Drama,1995.0,In Netflix queue,B
280,Murder in the First,Drama Thriller,1995.0,prison,B
281,Nobody's Fool,Comedy Drama Romance,1994.0,,B
282,Nell,Drama,1994.0,"twins, disability",B
283,New Jersey Drive,Crime Drama,1995.0,,B
284,New York Cop (Nyû Yôku no koppu),Action Crime,1993.0,,B
285,Beyond Bedlam,Drama Horror,1993.0,,B
287,Nina Takes a Lover,Comedy Romance,1994.0,,B
288,Natural Born Killers,Action Crime Thriller,1994.0,"controversial, dark comedy, psychedelic, stylized, brutality, satire",B
289,Only You,Comedy Romance,1994.0,,B
290,Once Were Warriors,Crime Drama,1994.0,In Netflix queue,B
291,Poison Ivy II,Drama Thriller,1996.0,,B
292,Outbreak,Action Drama Sci-Fi Thriller,1995.0,,B
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action Crime Drama Thriller,1994.0,"friendship, humorous, organized crime, assassin, awkward romance, loneliness, Gary Oldman, hitman, police, corruption, Jean Reno, assassination, touching, unique, imdb top 250, hit men, police corruption, Action, Guns, sniper, great acting, assassins, Natalie Portman, quirky, Lolita theme, Luc Besson, French, disturbing, love story, drama, tense, crime",B
294,"Perez Family, The",Comedy Romance,1995.0,,B
295,"Pyromaniac's Love Story, A",Comedy Romance,1995.0,,B
296,Pulp Fiction,Comedy Crime Drama Thriller,1994.0,"golden watch, dialogue, r:disturbing violent content including rape, r:strong bloody violence, big boys with guns, action packed, dark comedy, diner, retro, exciting, different, violent, r:sustained strong stylized violence, satire, out of order, offensive, nonlinear narrative, killer-as-protagonist, intertwining storylines, cult, original plot, Harvey Keitel, homosexuality, ensemble cast, twist ending, unique, cool, 1990s, stylish, coke, fast paced, characters, great soundtrack, heroin, random, violence, biblical references, great dialogue, atmospheric, bad ass, parody, cult film, cult classic, classic, comedy, Roger Avary, stylized, Uma Thurman, nonlinear, organized crime, r:disturbing violent images, drugs, episodic, character development, blood, los angeles, motherfucker, nonlinear timeline, amazing, dancing, intense, splatter, pop culture references, Tarantino, r:some violence, good dialogue, thriller, classic movie, thought-provoking, humour, conversation, neo-noir, dark, amazing dialogues, film-noir, dance, monologue, original, notable soundtrack, great acting, sophisticated, r:graphic sexuality, intelligent, bruce willis, blood splatters, black humour, r:violence, mobsters, anthology, pulp, entirely dialogue, bloody, gangsters, black humor, disjointed timeline, assassin, entertaining, drugs & music, royal with cheese, Quotable, achronological, very funny, crime scene scrubbing, cool style, big name actors, Samuel L. Jackson, hit men, masterpiece, storytelling, drug overdose, sexy, aggressive, meaningless violence, gritty, psychological, fun, Mafia, witty, bad-ass, foul language, iconic, disturbing, interesting, drama, John Travolta, non-linear timeline, nonlinear storyline, crime, Highly quotable, sarcasm, ironic, philosophical, Quentin Tarantino, smart writing, soundtrack, mobster, casual violence, guns, noir, interwoven storylines, unusual, hitman, intellectual, rape, AWESOME, genius, multiple storylines, dark humor, organised crime, bad language, film noir, action, imdb top 250, irony, innovative, Steve Buscemi, suspense, unpredictable, fast-paced, gangster, quirky, brutality, multiple stories, travolta, funny, bible, good music, milkshake, gore, ""Palme dOr"", r:strong language, non-linear, Black comedy",B
298,Pushing Hands (Tui shou),Drama,1992.0,,B
299,Priest,Drama,1994.0,,B
300,Quiz Show,Drama,1994.0,TV,B
301,Picture Bride (Bijo photo),Drama Romance,1994.0,,B
302,"Queen Margot (Reine Margot, La)",Drama Romance,1994.0,,B
303,"Quick and the Dead, The",Action Thriller Western,1995.0,,B
304,Roommates,Comedy Drama,1995.0,,B
305,Ready to Wear (Pret-A-Porter),Comedy,1994.0,,B
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994.0,,B
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993.0,Death,B
308,Three Colors: White (Trzy kolory: Bialy),Comedy Drama,1994.0,"cynical, marriage",B
310,Rent-a-Kid,Comedy,1995.0,,B
311,Relative Fear,Horror Thriller,1994.0,,B
312,Stuart Saves His Family,Comedy,1995.0,,B
313,"Swan Princess, The",Animation Children,1994.0,,B
314,"Secret of Roan Inish, The",Children Drama Fantasy Mystery,1994.0,,B
315,"Specialist, The",Action Drama Thriller,1994.0,,B
316,Stargate,Action Adventure Sci-Fi,1994.0,time travel,B
317,"Santa Clause, The",Comedy Drama Fantasy,1994.0,Christmas,B
318,"Shawshank Redemption, The",Crime Drama,1994.0,"Morgan Freeman, prison, Stephen King, wrongful imprisonment",B
319,Shallow Grave,Comedy Drama Thriller,1994.0,,B
320,Suture,Film-Noir Thriller,1993.0,,B
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993.0,,B
322,Swimming with Sharks,Comedy Drama,1995.0,,B
324,"Sum of Us, The",Comedy Drama,1994.0,,B
325,National Lampoon's Senior Trip,Comedy,1995.0,,B
326,To Live (Huozhe),Drama,1994.0,In Netflix queue,B
327,Tank Girl,Action Comedy Sci-Fi,1995.0,,B
328,Tales from the Crypt Presents: Demon Knight,Horror Thriller,1995.0,,B
329,Star Trek: Generations,Adventure Drama Sci-Fi,1994.0,Enterprise,B
330,Tales from the Hood,Action Crime Horror,1995.0,,B
331,Tom & Viv,Drama,1994.0,,B
332,Village of the Damned,Horror Sci-Fi,1995.0,,B
333,Tommy Boy,Comedy,1995.0,,B
334,Vanya on 42nd Street,Drama,1994.0,,B
335,Underneath,Mystery Thriller,1995.0,,B
336,"Walking Dead, The",Drama War,1995.0,,B
337,What's Eating Gilbert Grape,Drama,1993.0,mental illness,B
338,Virtuosity,Action Sci-Fi Thriller,1995.0,serial killer,B
339,While You Were Sleeping,Comedy Romance,1995.0,coma,B
340,"War, The",Adventure Drama War,1994.0,,B
341,Double Happiness,Drama,1994.0,,B
342,Muriel's Wedding,Comedy,1994.0,"weddings, Australia",B
343,"Baby-Sitters Club, The",Children,1995.0,,B
344,Ace Ventura: Pet Detective,Comedy,1994.0,,B
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy Drama,1994.0,"men in drag, cross dressing, remade",B
346,Backbeat,Drama Musical,1993.0,,B
347,Bitter Moon,Drama Film-Noir Romance,1992.0,,B
348,Bullets Over Broadway,Comedy,1994.0,,B
349,Clear and Present Danger,Action Crime Drama Thriller,1994.0,Tom Clancy,B
350,"Client, The",Drama Mystery Thriller,1994.0,John Grisham,B
351,"Corrina, Corrina",Comedy Drama Romance,1994.0,interracial romance,B
352,Crooklyn,Comedy Drama,1994.0,,B
353,"Crow, The",Action Crime Fantasy Thriller,1994.0,,B
354,Cobb,Drama,1994.0,,B
355,"Flintstones, The",Children Comedy Fantasy,1994.0,,B
356,Forrest Gump,Comedy Drama Romance War,1994.0,"emotional, heartwarming, shrimp, bubba gump shrimp, stupid is as stupid does, bittersweet, touching, Vietnam, lieutenant dan",B
357,Four Weddings and a Funeral,Comedy Romance,1994.0,wedding,B
358,Higher Learning,Drama,1995.0,,B
359,I Like It Like That,Comedy Drama Romance,1994.0,,B
360,I Love Trouble,Action Comedy,1994.0,,B
361,It Could Happen to You,Comedy Drama Romance,1994.0,gambling,B
362,"Jungle Book, The",Adventure Children Romance,1994.0,,B
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993.0,"Holocaust, In Netflix queue",B
364,"Lion King, The",Adventure Animation Children Drama Musical IMAX,1994.0,"soundtrack, Disney animated feature, Disney, Oscar (Best Music - Original Score)",B
365,Little Buddha,Drama,1993.0,,B
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama Horror Mystery Thriller,1994.0,,B
367,"Mask, The",Action Comedy Crime Fantasy,1994.0,,B
368,Maverick,Adventure Comedy Western,1994.0,,B
369,Mrs. Parker and the Vicious Circle,Drama,1994.0,,B
370,Naked Gun 33 1/3: The Final Insult,Action Comedy,1994.0,,B
371,"Paper, The",Comedy Drama,1994.0,journalism,B
372,Reality Bites,Comedy Drama Romance,1994.0,,B
373,Red Rock West,Thriller,1992.0,,B
374,Richie Rich,Children Comedy,1994.0,,B
376,"River Wild, The",Action Thriller,1994.0,,B
377,Speed,Action Romance Thriller,1994.0,bus,B
378,Speechless,Comedy Romance,1994.0,,B
379,Timecop,Action Sci-Fi Thriller,1994.0,,B
380,True Lies,Action Adventure Comedy Romance Thriller,1994.0,spies,B
381,When a Man Loves a Woman,Drama Romance,1994.0,alcoholism,B
382,Wolf,Drama Horror Romance Thriller,1994.0,,B
383,Wyatt Earp,Western,1994.0,,B
384,Bad Company,Action Crime Drama,1995.0,,B
385,"Man of No Importance, A",Drama,1994.0,,B
386,S.F.W.,Drama,1994.0,,B
387,"Low Down Dirty Shame, A",Action Comedy,1994.0,,B
388,Boys Life,Drama,1995.0,,B
389,"Colonel Chabert, Le",Drama Romance War,1994.0,,B
390,Faster Pussycat! Kill! Kill!,Action Crime Drama,1965.0,,G
391,Jason's Lyric,Crime Drama,1994.0,,B
393,Street Fighter,Action Adventure Fantasy,1994.0,,B
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action Fantasy,1994.0,,B
406,Federal Hill,Drama,1994.0,,B
407,In the Mouth of Madness,Horror Thriller,1995.0,,B
408,8 Seconds,Drama,1994.0,,B
409,Above the Rim,Crime Drama,1994.0,,B
410,Addams Family Values,Children Comedy Fantasy,1993.0,"family, black comedy, dark comedy, Christopher Lloyd, gothic, Christina Ricci",B
412,"Age of Innocence, The",Drama,1993.0,Edith Wharton,B
413,Airheads,Comedy,1994.0,Comedy,B
414,"Air Up There, The",Comedy,1994.0,,B
415,Another Stakeout,Comedy Thriller,1993.0,,B
416,Bad Girls,Western,1994.0,,B
417,Barcelona,Comedy Romance,1994.0,,B
418,Being Human,Drama,1993.0,,B
419,"Beverly Hillbillies, The",Comedy,1993.0,,B
420,Beverly Hills Cop III,Action Comedy Crime Thriller,1994.0,,B
421,Black Beauty,Adventure Children Drama,1994.0,horses,B
422,Blink,Thriller,1994.0,,B
423,Blown Away,Action Thriller,1994.0,,B
424,Blue Chips,Drama,1994.0,,B
425,Blue Sky,Drama Romance,1994.0,"mental illness, Oscar (Best Actress)",B
426,Body Snatchers,Horror Sci-Fi Thriller,1993.0,,B
427,Boxing Helena,Drama Mystery Romance Thriller,1993.0,,B
428,"Bronx Tale, A",Drama,1993.0,,B
429,Cabin Boy,Comedy,1994.0,,B
430,Calendar Girl,Comedy Drama,1993.0,,B
431,Carlito's Way,Crime Drama,1993.0,"Al Pacino, gangster, mafia",B
432,City Slickers II: The Legend of Curly's Gold,Adventure Comedy Western,1994.0,,B
433,Clean Slate,Comedy,1994.0,,B
434,Cliffhanger,Action Adventure Thriller,1993.0,,B
435,Coneheads,Comedy Sci-Fi,1993.0,,B
436,Color of Night,Drama Thriller,1994.0,,B
437,Cops and Robbersons,Comedy,1994.0,,B
438,"Cowboy Way, The",Action Comedy Drama,1994.0,,B
440,Dave,Comedy Romance,1993.0,President,B
441,Dazed and Confused,Comedy,1993.0,,B
442,Demolition Man,Action Adventure Sci-Fi,1993.0,,B
444,Even Cowgirls Get the Blues,Comedy Romance,1993.0,,B
445,Fatal Instinct,Comedy,1993.0,,B
446,Farewell My Concubine (Ba wang bie ji),Drama Romance,1993.0,,B
448,Fearless,Drama,1993.0,,B
449,Fear of a Black Hat,Comedy,1994.0,,B
450,With Honors,Comedy Drama,1994.0,,B
451,Flesh and Bone,Drama Mystery Romance,1993.0,,B
452,Widows' Peak,Drama,1994.0,,B
453,For Love or Money,Comedy Romance,1993.0,,B
454,"Firm, The",Drama Thriller,1993.0,John Grisham,B
455,Free Willy,Adventure Children Drama,1993.0,,B
456,Fresh,Crime Drama Thriller,1994.0,,B
457,"Fugitive, The",Thriller,1993.0,based on a TV show,B
458,Geronimo: An American Legend,Drama Western,1993.0,,B
459,"Getaway, The",Action Adventure Crime Drama Romance Thriller,1994.0,,B
460,Getting Even with Dad,Comedy,1994.0,,B
461,Go Fish,Drama Romance,1994.0,,B
464,Hard Target,Action Adventure Crime Thriller,1993.0,,B
466,Hot Shots! Part Deux,Action Comedy War,1993.0,,B
467,Live Nude Girls,Comedy,1995.0,,B
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy Romance,1995.0,,B
469,"House of the Spirits, The",Drama Romance,1993.0,,B
470,House Party 3,Comedy,1994.0,,B
471,"Hudsucker Proxy, The",Comedy,1994.0,hula hoop,B
472,I'll Do Anything,Comedy Drama,1994.0,,B
473,In the Army Now,Comedy War,1994.0,,B
474,In the Line of Fire,Action Thriller,1993.0,assassination,B
475,In the Name of the Father,Drama,1993.0,Ireland,B
476,"Inkwell, The",Comedy Drama,1994.0,,B
477,What's Love Got to Do with It?,Drama Musical,1993.0,biopic,B
478,Jimmy Hollywood,Comedy Crime Drama,1994.0,,B
479,Judgment Night,Action Crime Thriller,1993.0,,B
480,Jurassic Park,Action Adventure Sci-Fi Thriller,1993.0,Dinosaur,B
481,Kalifornia,Drama Thriller,1993.0,,B
